status,error_message,method,shape,size,T,H,W,noise_std,seed,speed,direction_deg,vx_gt,vy_gt,vx_hat,vy_hat,endpoint_error,speed_error,angular_error_deg,success_at_0.1,success_at_0.2,success_at_0.5,runtime_sec,top1_score,top2_score,peak_ratio,peak_margin
ok,,phase,square,5.0,16,128,128,0.0,4,0.25,0.0,0.25,0.0,0.1666666666666665,0.0,0.0833333333333334,0.0833333333333334,0.0,True,True,True,41.378475334029645,44901.63967488761,43124.67540679597,1.0412052786793058,1776.9642680916368
ok,,phase,square,5.0,16,128,128,0.0,3,0.25,0.0,0.25,0.0,0.1666666666666665,0.0,0.0833333333333334,0.0833333333333334,0.0,True,True,True,41.45076221926138,44901.63967488761,43124.67540679597,1.0412052786793058,1776.9642680916368
ok,,phase,square,5.0,16,128,128,0.0,2,0.25,0.0,0.25,0.0,0.1666666666666665,0.0,0.0833333333333334,0.0833333333333334,0.0,True,True,True,41.57019023410976,44901.63967488761,43124.67540679597,1.0412052786793058,1776.9642680916368
ok,,phase,square,5.0,16,128,128,0.0,0,0.25,0.0,0.25,0.0,0.1666666666666665,0.0,0.0833333333333334,0.0833333333333334,0.0,True,True,True,41.67003357876092,44901.63967488761,43124.67540679597,1.0412052786793058,1776.9642680916368
ok,,phase,square,5.0,16,128,128,0.0,1,0.25,0.0,0.25,0.0,0.1666666666666665,0.0,0.0833333333333334,0.0833333333333334,0.0,True,True,True,41.68098366307095,44901.63967488761,43124.67540679597,1.0412052786793058,1776.9642680916368
ok,,phase,square,5.0,32,128,128,0.0,0,0.25,0.0,0.25,0.0,0.2000000000000001,0.0,0.0499999999999998,0.0499999999999998,0.0,True,True,True,42.07806415995583,43591.16796737786,41599.16395115013,1.04788567430266,1992.0040162277364
ok,,phase,square,5.0,32,128,128,0.0,1,0.25,0.0,0.25,0.0,0.2000000000000001,0.0,0.0499999999999998,0.0499999999999998,0.0,True,True,True,42.39523519994691,43591.16796737786,41599.16395115013,1.04788567430266,1992.0040162277364
ok,,phase,square,5.0,32,128,128,0.0,2,0.25,0.0,0.25,0.0,0.2000000000000001,0.0,0.0499999999999998,0.0499999999999998,0.0,True,True,True,42.43618725286797,43591.16796737786,41599.16395115013,1.04788567430266,1992.0040162277364
ok,,phase,square,5.0,32,128,128,0.0,3,0.25,0.0,0.25,0.0,0.2000000000000001,0.0,0.0499999999999998,0.0499999999999998,0.0,True,True,True,42.10961552336812,43591.16796737786,41599.16395115013,1.04788567430266,1992.0040162277364
ok,,phase,square,5.0,32,128,128,0.0,4,0.25,0.0,0.25,0.0,0.2000000000000001,0.0,0.0499999999999998,0.0499999999999998,0.0,True,True,True,42.213928719982505,43591.16796737786,41599.16395115013,1.04788567430266,1992.0040162277364
ok,,phase,square,5.0,64,128,128,0.0,1,0.25,0.0,0.25,0.0,0.2333333333333334,0.0,0.0166666666666666,0.0166666666666666,0.0,True,True,True,44.22573602292687,41341.92384657438,40691.884692224136,1.015974663234865,650.039154350241
ok,,phase,square,5.0,64,128,128,0.0,0,0.25,0.0,0.25,0.0,0.2333333333333334,0.0,0.0166666666666666,0.0166666666666666,0.0,True,True,True,44.354671333916485,41341.92384657438,40691.884692224136,1.015974663234865,650.039154350241
ok,,phase,square,5.0,64,128,128,0.0,3,0.25,0.0,0.25,0.0,0.2333333333333334,0.0,0.0166666666666666,0.0166666666666666,0.0,True,True,True,44.022313443012536,41341.92384657438,40691.884692224136,1.015974663234865,650.039154350241
ok,,phase,square,5.0,64,128,128,0.0,2,0.25,0.0,0.25,0.0,0.2333333333333334,0.0,0.0166666666666666,0.0166666666666666,0.0,True,True,True,44.72806247277185,41341.92384657438,40691.884692224136,1.015974663234865,650.039154350241
ok,,phase,square,5.0,64,128,128,0.0,4,0.25,0.0,0.25,0.0,0.2333333333333334,0.0,0.0166666666666666,0.0166666666666666,0.0,True,True,True,44.09737618919462,41341.92384657438,40691.884692224136,1.015974663234865,650.039154350241
ok,,phase,square,5.0,16,128,128,0.05,0,0.25,0.0,0.25,0.0,0.2000000000000001,0.0,0.0499999999999998,0.0499999999999998,0.0,True,True,True,46.49984767008573,28241.879477208862,28104.909142909342,1.004873537701298,136.97033429952353
ok,,phase,square,5.0,16,128,128,0.05,1,0.25,0.0,0.25,0.0,0.2000000000000001,0.0,0.0499999999999998,0.0499999999999998,0.0,True,True,True,46.17562865605578,28422.841083264568,28285.75320868842,1.0048465343512238,137.08787457614744
ok,,phase,square,5.0,16,128,128,0.05,2,0.25,0.0,0.25,0.0,0.2000000000000001,0.0,0.0499999999999998,0.0499999999999998,0.0,True,True,True,46.35845223488286,29069.064752624057,28613.93854628205,1.01590575186306,455.1262063420072
ok,,phase,square,5.0,16,128,128,0.05,4,0.25,0.0,0.25,0.0,0.2000000000000001,0.0,0.0499999999999998,0.0499999999999998,0.0,True,True,True,46.40970692271367,28511.18985007677,28244.526854950505,1.0094412271975988,266.6629951262694
ok,,phase,square,5.0,16,128,128,0.05,3,0.25,0.0,0.25,0.0,0.2000000000000001,0.0,0.0499999999999998,0.0499999999999998,0.0,True,True,True,46.61634150799364,28750.94176633071,28480.05337266149,1.0095115128516314,270.88839366922184
